Country,Year,TemperatureChange
Ireland,2010,-0.127
Ireland,2011,0.536
Ireland,2012,0.683
Ireland,2013,0.565
Ireland,2014,1.368
Ireland,2015,0.447
Ireland,2016,1.034
Ireland,2017,1.254
Ireland,2018,0.769
Ireland,2019,1.182
Ireland,2020,1.05
Ireland,2021,0.989
Ireland,2022,1.726
Ireland,2023,1.611
Isle of Man,1961,0.36
Isle of Man,1962,-0.746
Isle of Man,1963,-0.821
Isle of Man,1964,0.091
Isle of Man,1965,-0.585
Isle of Man,1966,-0.107
Isle of Man,1967,0.098
Isle of Man,1968,0.023
Isle of Man,1969,-0.301
Isle of Man,1970,0.034
Isle of Man,1971,0.3
Isle of Man,1972,-0.206
Isle of Man,1973,0.278
Isle of Man,1974,-0.216
Isle of Man,1975,0.681
Isle of Man,1976,0.644
Isle of Man,1977,-0.358
Isle of Man,1978,0.192
Isle of Man,1979,-0.795
Isle of Man,1980,-0.046
Isle of Man,1981,0.276
Isle of Man,1982,0.06
Isle of Man,1983,0.363
Isle of Man,1984,0.334
Isle of Man,1985,-0.513
Isle of Man,1986,-0.706
Isle of Man,1987,-0.245
Isle of Man,1988,0.248
Isle of Man,1989,1.085
Isle of Man,1990,0.892
Isle of Man,1991,0.164
Isle of Man,1992,0.445
Isle of Man,1993,-0.053
Isle of Man,1994,0.255
Isle of Man,1995,1.152
Isle of Man,1996,-0.126
Isle of Man,1997,0.908
Isle of Man,1998,0.912
Isle of Man,1999,1.095
Isle of Man,2000,0.617
Isle of Man,2001,0.498
Isle of Man,2002,0.877
Isle of Man,2003,1.034
Isle of Man,2004,0.929
Isle of Man,2005,1.145
Isle of Man,2006,1.209
Isle of Man,2007,1.302
Isle of Man,2008,0.809
Isle of Man,2009,0.854
Isle of Man,2010,-0.132
Isle of Man,2011,0.659
Isle of Man,2012,0.589
Isle of Man,2013,0.414
Isle of Man,2014,1.492
Isle of Man,2015,0.406
Isle of Man,2016,1.083
Isle of Man,2017,1.331
Isle of Man,2018,0.844
Isle of Man,2019,1.137
Isle of Man,2020,1.161
Isle of Man,2021,0.979
Isle of Man,2022,1.794
Isle of Man,2023,1.546
Israel,1961,-0.134
Israel,1962,0.837
Israel,1963,0.833
Israel,1964,-0.633
Israel,1965,-0.042
Israel,1966,0.601
Israel,1967,-0.9
Israel,1968,-0.062
Israel,1969,0.296
Israel,1970,0.236
Israel,1971,-0.307
Israel,1972,-0.47
Israel,1973,-0.451
Israel,1974,-0.235
Israel,1975,-0.392
Israel,1976,-0.555
Israel,1977,0.043
Israel,1978,-0.045
Israel,1979,0.639
Israel,1980,-0.172
Israel,1981,-0.189
Israel,1982,-0.542
Israel,1983,-1.043
Israel,1984,-0.206
Israel,1985,0.021
Israel,1986,0.072
Israel,1987,-0.264
Israel,1988,0.062
Israel,1989,-0.15
Israel,1990,-0.136
Israel,1991,0.366
Israel,1992,-1.049
Israel,1993,-0.381
Israel,1994,0.788
Israel,1995,-0.15
Israel,1996,0.347
Israel,1997,-0.115
Israel,1998,0.893
Israel,1999,0.895
Israel,2000,0.301
Israel,2001,0.927
Israel,2002,0.807
Israel,2003,0.641
Israel,2004,0.619
Israel,2005,0.271
Israel,2006,0.658
Israel,2007,0.593
Israel,2008,0.801
Israel,2009,0.902
Israel,2010,2.397
Israel,2011,0.649
Israel,2012,1.105
Israel,2013,1.185
Israel,2014,0.951
Israel,2015,1.427
Israel,2016,1.731
Israel,2017,0.878
Israel,2018,2.139
Israel,2019,1.343
Israel,2020,1.612
Israel,2021,1.964
Israel,2022,1.275
Israel,2023,2.08
Italy,1961,0.812
Italy,1962,0.046
Italy,1963,-0.347
Italy,1964,0.147
Italy,1965,-0.42
Italy,1966,0.308
Italy,1967,0.302
Italy,1968,0.015
Italy,1969,-0.104
Italy,1970,-0.157
Italy,1971,-0.157
Italy,1972,-0.146
Italy,1973,0.021
Italy,1974,-0.126
Italy,1975,0.063
Italy,1976,-0.324
Italy,1977,0.281
Italy,1978,-0.54
Italy,1979,0.014
Italy,1980,-0.428
Italy,1981,-0.291
Italy,1982,0.49
Italy,1983,0.363
Italy,1984,-0.472
Italy,1985,0.11
Italy,1986,0.432
Italy,1987,0.176
Italy,1988,0.811
Italy,1989,0.385
Italy,1990,1.103
Italy,1991,-0.004
Italy,1992,0.494
Italy,1993,0.486
Italy,1994,1.479
Italy,1995,0.395
Italy,1996,0.218
Italy,1997,0.917
Italy,1998,0.933
Italy,1999,0.88
Italy,2000,1.202
Italy,2001,1.495
Italy,2002,0.877
Italy,2003,1.489
Italy,2004,0.71
Italy,2005,0.534
Italy,2006,0.826
Italy,2007,1.532
Italy,2008,1.125
Italy,2009,1.213
Italy,2010,0.728
Italy,2011,1.221
Italy,2012,1.512
Italy,2013,0.974
Italy,2014,1.618
Italy,2015,1.704
Italy,2016,1.71
Italy,2017,1.611
Italy,2018,1.843
Italy,2019,1.695
Italy,2020,1.889
Italy,2021,1.579
Italy,2022,2.156
Italy,2023,2.274
Ivory Coast,1961,NaN
Ivory Coast,1962,NaN
Ivory Coast,1963,NaN
Ivory Coast,1964,NaN
Ivory Coast,1965,NaN
Ivory Coast,1966,NaN
Ivory Coast,1967,NaN
Ivory Coast,1968,NaN
Ivory Coast,1969,NaN
Ivory Coast,1970,NaN
Ivory Coast,1971,NaN
Ivory Coast,1972,NaN
Ivory Coast,1973,NaN
Ivory Coast,1974,NaN
Ivory Coast,1975,NaN
Ivory Coast,1976,NaN
Ivory Coast,1977,NaN
Ivory Coast,1978,NaN
Ivory Coast,1979,NaN
Ivory Coast,1980,NaN
Ivory Coast,1981,NaN
Ivory Coast,1982,NaN
Ivory Coast,1983,NaN
Ivory Coast,1984,NaN
Ivory Coast,1985,NaN
Ivory Coast,1986,NaN
Ivory Coast,1987,NaN
Ivory Coast,1988,NaN
Ivory Coast,1989,NaN
Ivory Coast,1990,NaN
Ivory Coast,1991,NaN
Ivory Coast,1992,NaN
Ivory Coast,1993,NaN
Ivory Coast,1994,NaN
Ivory Coast,1995,NaN
Ivory Coast,1996,NaN
Ivory Coast,1997,NaN
Ivory Coast,1998,NaN
Ivory Coast,1999,NaN
Ivory Coast,2000,NaN
Ivory Coast,2001,NaN
Ivory Coast,2002,NaN
Ivory Coast,2003,NaN
Ivory Coast,2004,NaN
Ivory Coast,2005,NaN
Ivory Coast,2006,NaN
Ivory Coast,2007,NaN
Ivory Coast,2008,NaN
Ivory Coast,2009,NaN
Ivory Coast,2010,NaN
Ivory Coast,2011,NaN
Ivory Coast,2012,NaN
Ivory Coast,2013,NaN
Ivory Coast,2014,NaN
Ivory Coast,2015,NaN
Ivory Coast,2016,NaN
Ivory Coast,2017,NaN
Ivory Coast,2018,NaN
Ivory Coast,2019,NaN
Ivory Coast,2020,NaN
Ivory Coast,2021,NaN
Ivory Coast,2022,NaN
Ivory Coast,2023,NaN
Jamaica,1961,-0.062
Jamaica,1962,-0.016
Jamaica,1963,-0.059
Jamaica,1964,0.011
Jamaica,1965,-0.172
Jamaica,1966,0.057
Jamaica,1967,-0.198
Jamaica,1968,-0.143
Jamaica,1969,0.223
Jamaica,1970,-0.261
Jamaica,1971,-0.385
Jamaica,1972,0.294
Jamaica,1973,0.366
Jamaica,1974,0.143
Jamaica,1975,0.254
Jamaica,1976,-0.291
Jamaica,1977,NaN
Jamaica,1978,NaN
Jamaica,1979,NaN
Jamaica,1980,0.614
Jamaica,1981,0.871
Jamaica,1982,0.365
Jamaica,1983,0.683
Jamaica,1984,0.248
Jamaica,1985,0.277
Jamaica,1986,0.295
Jamaica,1987,1.254
Jamaica,1988,1.095
Jamaica,1989,0.651
Jamaica,1990,0.68
Jamaica,1991,0.75
Jamaica,1992,0.907
Jamaica,1993,0.517
Jamaica,1994,0.926
Jamaica,1995,0.897
Jamaica,1996,0.376
Jamaica,1997,0.863
Jamaica,1998,1.294
Jamaica,1999,0.658
Jamaica,2000,0.353
Jamaica,2001,0.613
Jamaica,2002,0.872
Jamaica,2003,1.046
Jamaica,2004,0.883
Jamaica,2005,0.98
Jamaica,2006,0.983
Jamaica,2007,0.905
Jamaica,2008,0.531
Jamaica,2009,0.812
Jamaica,2010,1.136
Jamaica,2011,0.594
Jamaica,2012,0.751
Jamaica,2013,1.032
Jamaica,2014,1.268
Jamaica,2015,1.336
Jamaica,2016,1.492
Jamaica,2017,1.189
Jamaica,2018,1.382
Jamaica,2019,1.694
Jamaica,2020,1.807
Jamaica,2021,1.467
Jamaica,2022,1.355
Jamaica,2023,1.827
Japan,1961,0.67
Japan,1962,0.126
Japan,1963,-0.054
Japan,1964,0.26
Japan,1965,-0.527
Japan,1966,0.014
Japan,1967,0.029
Japan,1968,-0.501
Japan,1969,-0.045
Japan,1970,-0.373
Japan,1971,-0.328
Japan,1972,0.233
Japan,1973,0.333
Japan,1974,-0.482
Japan,1975,0.041
Japan,1976,-0.508
Japan,1977,-0.154
Japan,1978,0.231
Japan,1979,0.456
Japan,1980,-0.214
Japan,1981,-0.641
Japan,1982,-0.047
Japan,1983,0.099
Japan,1984,-0.616
Japan,1985,0.118
Japan,1986,-0.7
Japan,1987,0.318
Japan,1988,-0.16
Japan,1989,0.558
Japan,1990,1.135
Japan,1991,0.724
Japan,1992,0.326
Japan,1993,0.005
Japan,1994,0.958
Japan,1995,0.342
Japan,1996,-0.132
Japan,1997,0.449
Japan,1998,1.194
Japan,1999,0.944
Japan,2000,0.624
Japan,2001,0.409
Japan,2002,0.621
Japan,2003,0.312
Japan,2004,1.105
Japan,2005,0.724
Japan,2006,0.374
Japan,2007,0.988
Japan,2008,0.657
Japan,2009,0.793
Japan,2010,0.913
Japan,2011,0.585
Japan,2012,0.381
Japan,2013,0.609
Japan,2014,0.543
Japan,2015,0.817
Japan,2016,1.307
Japan,2017,0.781
Japan,2018,0.908
Japan,2019,1.253
Japan,2020,1.418
Japan,2021,1.253
Japan,2022,1.316
Japan,2023,1.847
Jordan,1961,-0.192
Jordan,1962,0.999
Jordan,1963,0.792
Jordan,1964,-0.651
Jordan,1965,-0.009
Jordan,1966,0.738
Jordan,1967,-1.023
Jordan,1968,-0.088
Jordan,1969,0.429
Jordan,1970,0.238
Jordan,1971,-0.369
Jordan,1972,-0.594
Jordan,1973,-0.477
Jordan,1974,-0.279
Jordan,1975,-0.506
Jordan,1976,-0.724
Jordan,1977,0.044
Jordan,1978,0.077
Jordan,1979,0.795
Jordan,1980,-0.1
Jordan,1981,-0.146
Jordan,1982,-0.685
Jordan,1983,-1.077
Jordan,1984,-0.25
Jordan,1985,-0.016
Jordan,1986,0.078
Jordan,1987,-0.123
Jordan,1988,0.032
Jordan,1989,-0.066
Jordan,1990,-0.044
Jordan,1991,0.464
Jordan,1992,-1.168
Jordan,1993,-0.565
Jordan,1994,0.893
Jordan,1995,-0.044
Jordan,1996,0.493
Jordan,1997,-0.167
Jordan,1998,1.034
Jordan,1999,1.045
Jordan,2000,0.386
Jordan,2001,1.014
Jordan,2002,0.698
Jordan,2003,0.53
Jordan,2004,0.651
Jordan,2005,0.189
Jordan,2006,0.79
Jordan,2007,0.572
Jordan,2008,0.785
Jordan,2009,0.621
Jordan,2010,2.659
Jordan,2011,0.576
Jordan,2012,1.155
Jordan,2013,1.116
Jordan,2014,0.908
Jordan,2015,1.558
Jordan,2016,1.782
Jordan,2017,1.077
Jordan,2018,2.115
Jordan,2019,1.426
Jordan,2020,1.772
Jordan,2021,2.081
Jordan,2022,1.511
Jordan,2023,2.007
Kazakhstan,1961,NaN
Kazakhstan,1962,NaN
Kazakhstan,1963,NaN
Kazakhstan,1964,NaN
Kazakhstan,1965,NaN
Kazakhstan,1966,NaN
Kazakhstan,1967,NaN
Kazakhstan,1968,NaN
Kazakhstan,1969,NaN
Kazakhstan,1970,NaN
Kazakhstan,1971,NaN
Kazakhstan,1972,NaN
Kazakhstan,1973,NaN
Kazakhstan,1974,NaN
Kazakhstan,1975,NaN
Kazakhstan,1976,NaN
Kazakhstan,1977,NaN
Kazakhstan,1978,NaN
Kazakhstan,1979,NaN
Kazakhstan,1980,NaN
Kazakhstan,1981,NaN
Kazakhstan,1982,NaN
Kazakhstan,1983,NaN
Kazakhstan,1984,NaN
Kazakhstan,1985,NaN
Kazakhstan,1986,NaN
Kazakhstan,1987,NaN
Kazakhstan,1988,NaN
Kazakhstan,1989,NaN
Kazakhstan,1990,NaN
Kazakhstan,1991,NaN
Kazakhstan,1992,0.29
Kazakhstan,1993,-0.366
Kazakhstan,1994,-0.04
Kazakhstan,1995,2.039
Kazakhstan,1996,-0.402
Kazakhstan,1997,1.89
Kazakhstan,1998,0.491
Kazakhstan,1999,1.372
Kazakhstan,2000,1.498
Kazakhstan,2001,1.656
Kazakhstan,2002,2.255
Kazakhstan,2003,0.103
Kazakhstan,2004,2.161
Kazakhstan,2005,1.557
Kazakhstan,2006,1.418
Kazakhstan,2007,2.167
Kazakhstan,2008,1.519
Kazakhstan,2009,1.149
Kazakhstan,2010,1.276
Kazakhstan,2011,0.709
Kazakhstan,2012,1.122
Kazakhstan,2013,1.583
Kazakhstan,2014,0.648
Kazakhstan,2015,1.573
Kazakhstan,2016,2.201
Kazakhstan,2017,1.724
Kazakhstan,2018,0.605
Kazakhstan,2019,1.447
Kazakhstan,2020,2.8
Kazakhstan,2021,1.41
Kazakhstan,2022,2.665
Kazakhstan,2023,2.583
Kenya,1961,0.284
Kenya,1962,-0.237
Kenya,1963,-0.202
Kenya,1964,-0.45
Kenya,1965,-0.306
Kenya,1966,0.089
Kenya,1967,-0.03
Kenya,1968,-0.627
Kenya,1969,0.089
Kenya,1970,0.2
Kenya,1971,-0.241
Kenya,1972,0.182
Kenya,1973,0.503
Kenya,1974,-0.098
Kenya,1975,-0.088
Kenya,1976,0.173
Kenya,1977,0.173
Kenya,1978,-0.022
Kenya,1979,0.068
Kenya,1980,0.585
Kenya,1981,0.176
Kenya,1982,0.274
Kenya,1983,0.598
Kenya,1984,0.194
Kenya,1985,-0.002
Kenya,1986,0.19
Kenya,1987,0.787
Kenya,1988,0.653
Kenya,1989,-0.127
Kenya,1990,-0.027
Kenya,1991,0.262
Kenya,1992,0.412
Kenya,1993,0.043
Kenya,1994,0.484
Kenya,1995,0.361
Kenya,1996,0.363
Kenya,1997,0.399
Kenya,1998,0.228
Kenya,1999,0.215
Kenya,2000,0.48
Kenya,2001,0.537
Kenya,2002,0.672
Kenya,2003,0.8
Kenya,2004,0.579
Kenya,2005,0.782
Kenya,2006,0.817
Kenya,2007,0.507
Kenya,2008,0.708
Kenya,2009,1.284
Kenya,2010,1.071
Kenya,2011,1.033
Kenya,2012,0.933
Kenya,2013,0.839
Kenya,2014,0.923
Kenya,2015,1.068
Kenya,2016,1.145
Kenya,2017,1.405
Kenya,2018,0.516
Kenya,2019,1.48
Kenya,2020,1.185
Kenya,2021,1.275
Kenya,2022,1.162
Kenya,2023,1.396
Kiribati,1961,-0.035
Kiribati,1962,-0.13
Kiribati,1963,-0.072
Kiribati,1964,-0.176
Kiribati,1965,-0.345
Kiribati,1966,-0.013
Kiribati,1967,-0.035
Kiribati,1968,-0.012
Kiribati,1969,0.363
Kiribati,1970,0.113
Kiribati,1971,-0.429
Kiribati,1972,-0.277
Kiribati,1973,0.154
Kiribati,1974,-0.139
Kiribati,1975,-0.229
Kiribati,1976,-0.229
Kiribati,1977,0.132
Kiribati,1978,0.237
Kiribati,1979,0.164
Kiribati,1980,0.207
Kiribati,1981,0.251
Kiribati,1982,0.182
Kiribati,1983,0.132
Kiribati,1984,-0.137
Kiribati,1985,0.061
Kiribati,1986,0.337
Kiribati,1987,0.128
Kiribati,1988,0.096
Kiribati,1989,-0.177
Kiribati,1990,0.249
Kiribati,1991,0.242
Kiribati,1992,0.152
Kiribati,1993,-0.164
Kiribati,1994,0.124
Kiribati,1995,0.449
Kiribati,1996,0.322
Kiribati,1997,0.119
Kiribati,1998,0.533
Kiribati,1999,-0.093
Kiribati,2000,0.173
Kiribati,2001,0.455
Kiribati,2002,0.557
Kiribati,2003,0.64
Kiribati,2004,NaN
Kiribati,2005,NaN
Kiribati,2006,0.62
Kiribati,2007,0.597
Kiribati,2008,0.299
Kiribati,2009,0.652
Kiribati,2010,0.361
Kiribati,2011,0.377
Kiribati,2012,0.478
Kiribati,2013,0.677
Kiribati,2014,0.816
Kiribati,2015,0.952
Kiribati,2016,1.278
Kiribati,2017,1.09
Kiribati,2018,0.996
Kiribati,2019,0.998
Kiribati,2020,1.474
Kiribati,2021,NaN
Kiribati,2022,NaN
Kiribati,2023,NaN
Kosovo,1961,NaN
Kosovo,1962,NaN
Kosovo,1963,NaN
Kosovo,1964,NaN
Kosovo,1965,NaN
Kosovo,1966,NaN
Kosovo,1967,NaN
Kosovo,1968,NaN
Kosovo,1969,NaN
Kosovo,1970,NaN
Kosovo,1971,NaN
Kosovo,1972,NaN
Kosovo,1973,NaN
Kosovo,1974,NaN
Kosovo,1975,NaN
Kosovo,1976,NaN
Kosovo,1977,NaN
Kosovo,1978,NaN
Kosovo,1979,NaN
Kosovo,1980,NaN
Kosovo,1981,NaN
Kosovo,1982,NaN
Kosovo,1983,NaN
Kosovo,1984,NaN
Kosovo,1985,NaN
Kosovo,1986,NaN
Kosovo,1987,NaN
Kosovo,1988,NaN
Kosovo,1989,NaN
Kosovo,1990,NaN
Kosovo,1991,NaN
Kosovo,1992,NaN
Kosovo,1993,NaN
Kosovo,1994,NaN
Kosovo,1995,NaN
Kosovo,1996,NaN
Kosovo,1997,NaN
Kosovo,1998,NaN
Kosovo,1999,NaN
Kosovo,2000,NaN
Kosovo,2001,NaN
Kosovo,2002,NaN
Kosovo,2003,NaN
Kosovo,2004,NaN
Kosovo,2005,NaN
Kosovo,2006,NaN
Kosovo,2007,NaN
Kosovo,2008,NaN
Kosovo,2009,NaN
Kosovo,2010,NaN
Kosovo,2011,NaN
Kosovo,2012,NaN
Kosovo,2013,NaN
Kosovo,2014,NaN
Kosovo,2015,NaN
Kosovo,2016,NaN
Kosovo,2017,NaN
Kosovo,2018,NaN
Kosovo,2019,NaN
Kosovo,2020,NaN
Kosovo,2021,NaN
Kosovo,2022,NaN
Kosovo,2023,NaN
Kuwait,1961,-0.292
Kuwait,1962,0.783
Kuwait,1963,0.458
Kuwait,1964,-0.786
Kuwait,1965,0.057
Kuwait,1966,0.807
Kuwait,1967,-0.651
Kuwait,1968,-0.277
Kuwait,1969,0.395
Kuwait,1970,0.518
Kuwait,1971,-0.154
Kuwait,1972,-0.751
Kuwait,1973,-0.223
Kuwait,1974,-0.345
Kuwait,1975,-0.245
Kuwait,1976,-0.66
Kuwait,1977,0.34
Kuwait,1978,0.006
Kuwait,1979,1.274
Kuwait,1980,0.453
Kuwait,1981,0.402
Kuwait,1982,-0.157
Kuwait,1983,-0.637
Kuwait,1984,0.256
Kuwait,1985,0.006
Kuwait,1986,0.468
Kuwait,1987,0.715
Kuwait,1988,0.442
Kuwait,1989,0.133
Kuwait,1990,0.375
Kuwait,1991,0.483
Kuwait,1992,-0.579
Kuwait,1993,-0.129
Kuwait,1994,0.916
Kuwait,1995,0.16
Kuwait,1996,0.868
Kuwait,1997,0.475
Kuwait,1998,1.291
Kuwait,1999,2.012
Kuwait,2000,1.235
Kuwait,2001,1.226
Kuwait,2002,1.557
Kuwait,2003,1.517
Kuwait,2004,1.461
Kuwait,2005,0.652
Kuwait,2006,1.81
Kuwait,2007,0.999
Kuwait,2008,1.368
Kuwait,2009,1.249
Kuwait,2010,2.521
Kuwait,2011,1.281
Kuwait,2012,1.483
Kuwait,2013,1.342
Kuwait,2014,1.433
Kuwait,2015,2.078
Kuwait,2016,1.663
Kuwait,2017,1.917
Kuwait,2018,2.304
Kuwait,2019,1.833
Kuwait,2020,1.905
Kuwait,2021,2.605
Kuwait,2022,2.203
Kuwait,2023,1.995
Kyrgyz Rep.,1961,NaN
Kyrgyz Rep.,1962,NaN
Kyrgyz Rep.,1963,NaN
Kyrgyz Rep.,1964,NaN
Kyrgyz Rep.,1965,NaN
Kyrgyz Rep.,1966,NaN
Kyrgyz Rep.,1967,NaN
Kyrgyz Rep.,1968,NaN
Kyrgyz Rep.,1969,NaN
Kyrgyz Rep.,1970,NaN
Kyrgyz Rep.,1971,NaN
Kyrgyz Rep.,1972,NaN
Kyrgyz Rep.,1973,NaN
Kyrgyz Rep.,1974,NaN
Kyrgyz Rep.,1975,NaN
Kyrgyz Rep.,1976,NaN
Kyrgyz Rep.,1977,NaN
Kyrgyz Rep.,1978,NaN
Kyrgyz Rep.,1979,NaN
Kyrgyz Rep.,1980,NaN
Kyrgyz Rep.,1981,NaN
Kyrgyz Rep.,1982,NaN
Kyrgyz Rep.,1983,NaN
Kyrgyz Rep.,1984,NaN
Kyrgyz Rep.,1985,NaN
Kyrgyz Rep.,1986,NaN
Kyrgyz Rep.,1987,NaN
Kyrgyz Rep.,1988,NaN
Kyrgyz Rep.,1989,NaN
Kyrgyz Rep.,1990,NaN
Kyrgyz Rep.,1991,NaN
Kyrgyz Rep.,1992,0.072
Kyrgyz Rep.,1993,-0.087
Kyrgyz Rep.,1994,0.293
Kyrgyz Rep.,1995,0.471
Kyrgyz Rep.,1996,-0.417
Kyrgyz Rep.,1997,1.426
Kyrgyz Rep.,1998,0.791
Kyrgyz Rep.,1999,1.064
Kyrgyz Rep.,2000,1.074
Kyrgyz Rep.,2001,1.459
Kyrgyz Rep.,2002,1.433
Kyrgyz Rep.,2003,0.45
Kyrgyz Rep.,2004,1.51
Kyrgyz Rep.,2005,1.167
Kyrgyz Rep.,2006,1.618
Kyrgyz Rep.,2007,1.674
Kyrgyz Rep.,2008,0.972
Kyrgyz Rep.,2009,0.959
Kyrgyz Rep.,2010,1.334
Kyrgyz Rep.,2011,1.189
Kyrgyz Rep.,2012,0.252
Kyrgyz Rep.,2013,1.336
Kyrgyz Rep.,2014,0.46
Kyrgyz Rep.,2015,1.413
Kyrgyz Rep.,2016,1.808
Kyrgyz Rep.,2017,1.375
Kyrgyz Rep.,2018,1.155
Kyrgyz Rep.,2019,1.597
Kyrgyz Rep.,2020,1.282
Kyrgyz Rep.,2021,1.297
Kyrgyz Rep.,2022,2.491
Kyrgyz Rep.,2023,1.962
Kyrgyzstan,1961,NaN
Kyrgyzstan,1962,NaN
Kyrgyzstan,1963,NaN
Kyrgyzstan,1964,NaN
Kyrgyzstan,1965,NaN
Kyrgyzstan,1966,NaN
Kyrgyzstan,1967,NaN
Kyrgyzstan,1968,NaN
Kyrgyzstan,1969,NaN
Kyrgyzstan,1970,NaN
Kyrgyzstan,1971,NaN
Kyrgyzstan,1972,NaN
Kyrgyzstan,1973,NaN
Kyrgyzstan,1974,NaN
Kyrgyzstan,1975,NaN
Kyrgyzstan,1976,NaN
Kyrgyzstan,1977,NaN
Kyrgyzstan,1978,NaN
Kyrgyzstan,1979,NaN
Kyrgyzstan,1980,NaN
Kyrgyzstan,1981,NaN
Kyrgyzstan,1982,NaN
Kyrgyzstan,1983,NaN
Kyrgyzstan,1984,NaN
Kyrgyzstan,1985,NaN
Kyrgyzstan,1986,NaN
Kyrgyzstan,1987,NaN
Kyrgyzstan,1988,NaN
Kyrgyzstan,1989,NaN
Kyrgyzstan,1990,NaN
Kyrgyzstan,1991,NaN
Kyrgyzstan,1992,NaN
Kyrgyzstan,1993,NaN
Kyrgyzstan,1994,NaN
Kyrgyzstan,1995,NaN
Kyrgyzstan,1996,NaN
Kyrgyzstan,1997,NaN
Kyrgyzstan,1998,NaN
Kyrgyzstan,1999,NaN
Kyrgyzstan,2000,NaN
Kyrgyzstan,2001,NaN
Kyrgyzstan,2002,NaN
Kyrgyzstan,2003,NaN
Kyrgyzstan,2004,NaN
Kyrgyzstan,2005,NaN
Kyrgyzstan,2006,NaN
Kyrgyzstan,2007,NaN
Kyrgyzstan,2008,NaN
Kyrgyzstan,2009,NaN
Kyrgyzstan,2010,NaN
Kyrgyzstan,2011,NaN
Kyrgyzstan,2012,NaN
Kyrgyzstan,2013,NaN
Kyrgyzstan,2014,NaN
Kyrgyzstan,2015,NaN
Kyrgyzstan,2016,NaN
Kyrgyzstan,2017,NaN
Kyrgyzstan,2018,NaN
Kyrgyzstan,2019,NaN
Kyrgyzstan,2020,NaN
Kyrgyzstan,2021,NaN
Kyrgyzstan,2022,NaN
Kyrgyzstan,2023,NaN
Kyrgyzstan,1961,NaN
Kyrgyzstan,1962,NaN
Kyrgyzstan,1963,NaN
Kyrgyzstan,1964,NaN
Kyrgyzstan,1965,NaN
Kyrgyzstan,1966,NaN
Kyrgyzstan,1967,NaN
Kyrgyzstan,1968,NaN
Kyrgyzstan,1969,NaN
Kyrgyzstan,1970,NaN
Kyrgyzstan,1971,NaN
Kyrgyzstan,1972,NaN
Kyrgyzstan,1973,NaN
Kyrgyzstan,1974,NaN
Kyrgyzstan,1975,NaN
Kyrgyzstan,1976,NaN
Kyrgyzstan,1977,NaN
Kyrgyzstan,1978,NaN
Kyrgyzstan,1979,NaN
Kyrgyzstan,1980,NaN
Kyrgyzstan,1981,NaN
Kyrgyzstan,1982,NaN
Kyrgyzstan,1983,NaN
Kyrgyzstan,1984,NaN
Kyrgyzstan,1985,NaN
Kyrgyzstan,1986,NaN
Kyrgyzstan,1987,NaN
Kyrgyzstan,1988,NaN
Kyrgyzstan,1989,NaN
Kyrgyzstan,1990,NaN
Kyrgyzstan,1991,NaN
Kyrgyzstan,1992,NaN
Kyrgyzstan,1993,NaN
Kyrgyzstan,1994,NaN
Kyrgyzstan,1995,NaN
Kyrgyzstan,1996,NaN
Kyrgyzstan,1997,NaN
Kyrgyzstan,1998,NaN
Kyrgyzstan,1999,NaN
Kyrgyzstan,2000,NaN
Kyrgyzstan,2001,NaN
Kyrgyzstan,2002,NaN
Kyrgyzstan,2003,NaN
Kyrgyzstan,2004,NaN
Kyrgyzstan,2005,NaN
Kyrgyzstan,2006,NaN
Kyrgyzstan,2007,NaN
Kyrgyzstan,2008,NaN
Kyrgyzstan,2009,NaN
Kyrgyzstan,2010,NaN
Kyrgyzstan,2011,NaN
Kyrgyzstan,2012,NaN
Kyrgyzstan,2013,NaN
Kyrgyzstan,2014,NaN
Kyrgyzstan,2015,NaN
Kyrgyzstan,2016,NaN
Kyrgyzstan,2017,NaN
Kyrgyzstan,2018,NaN
Kyrgyzstan,2019,NaN
Kyrgyzstan,2020,NaN
Kyrgyzstan,2021,NaN
Kyrgyzstan,2022,NaN
Kyrgyzstan,2023,NaN
Lao People's Dem. Rep.,1961,0.064
Lao People's Dem. Rep.,1962,-0.249
Lao People's Dem. Rep.,1963,-0.413
Lao People's Dem. Rep.,1964,-0.085
Lao People's Dem. Rep.,1965,-0.192
Lao People's Dem. Rep.,1966,0.445
Lao People's Dem. Rep.,1967,-0.102
Lao People's Dem. Rep.,1968,-0.141
Lao People's Dem. Rep.,1969,0.492
Lao People's Dem. Rep.,1970,-0.066
Lao People's Dem. Rep.,1971,-0.538
Lao People's Dem. Rep.,1972,-0.032
Lao People's Dem. Rep.,1973,0.473
Lao People's Dem. Rep.,1974,-0.419
Lao People's Dem. Rep.,1975,0.25
Lao People's Dem. Rep.,1976,-0.513
Lao People's Dem. Rep.,1977,-0.007
Lao People's Dem. Rep.,1978,0.156
Lao People's Dem. Rep.,1979,0.482
Lao People's Dem. Rep.,1980,0.468
Lao People's Dem. Rep.,1981,0.444
Lao People's Dem. Rep.,1982,0.18
Lao People's Dem. Rep.,1983,0.267
Lao People's Dem. Rep.,1984,0.083
Lao People's Dem. Rep.,1985,0.273
Lao People's Dem. Rep.,1986,0.03
Lao People's Dem. Rep.,1987,0.944
Lao People's Dem. Rep.,1988,0.315
Lao People's Dem. Rep.,1989,0.23
Lao People's Dem. Rep.,1990,0.419
Lao People's Dem. Rep.,1991,0.693
Lao People's Dem. Rep.,1992,0.208
